Year,Qtr,cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnlsnet,lnatres,lnlsgr,lncontra,idlnls,lnre,lnredom,lnrecons,lnrenres,LNRENROW,LNRENROT,lnremult,lnreres,lnreag,lnrefor,lnag,lnci,lncinus,lncon,lncrcd,lnconrp,LNAUTO,lnconoth,lnotci,lnfg,lnmuni,idothlns,ls,lndepac,lncomre,LNPLEDGE,lnrenus,rslnltot,rslnls,LNRECNFM,LNRECNOT,RB2LNRES,lnlsgrf
2018,630,29047,2825,950178,,FIRST FEDERAL BANK OF KANSAS CITY,Kansas City,MO,64120,43281,44517,SA,6900 N. Executive Dr.,,12,0,1,5,0,Jackson,28140,"Kansas City, MO-KS",12601,12767,42490,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.ffbkc.com,571375,2684,574059,0,574059,572082,572082,54331,0,0,0,0,517751,0,,0,0,,1954,0,0,1095,859,23,,0,23,0,0,0,459053,,0,0,53934,397,2761,
2018,930,58410,0,3783313,4389329,CROSS RIVER BANK,Teaneck,NJ,7666,43373,44517,NM,885 Teaneck Rd.,CRB GROUP INC,1,0,0,4,0,Bergen,35620,"New York-Newark-Jersey City, NY-NJ-PA",39622,39622,40469,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,1,"http://www.crossriverbank.com, https://www.brixdirect.com",936048,15600,951648,5016,956664,340063,340063,6071,149548,47816,101732,115143,69301,0,,0,38736,,466983,4,410,0,466569,110882,,0,110882,0,0,0,198703,,0,0,0,6071,10874,
2018,930,34444,0,2354985,4284536,CUSTOMERS BANK,Phoenixville,PA,19460,43373,44517,SM,99 Bridge St,CUSTOMERS BCORP INC,15,0,1,4,0,Chester,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35607,35607,40803,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,http://www.customersbank.com,8716919,40741,8757660,0,8757660,5881615,5881615,106733,1593609,517263,1076346,3494780,679317,7176,,117,993280,0,99348,0,74,0,99274,1783301,,9803,1733647,39851,0,4,5527830,0,9311,3477,4270,102463,41003,
2018,930,29047,2825,950178,,FIRST FEDERAL BANK OF KANSAS CITY,Kansas City,MO,64120,43373,44517,SA,6900 N. Executive Dr.,,12,0,1,5,0,Jackson,28140,"Kansas City, MO-KS",12601,12767,42490,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.ffbkc.com,589248,2836,592084,0,592084,589941,589941,56187,0,0,0,0,533754,0,,0,0,,2111,0,0,1254,857,31,,0,31,0,0,0,477515,,0,0,55890,297,2912,
2018,1231,58410,0,3783313,4389329,CROSS RIVER BANK,Teaneck,NJ,7666,43465,44517,NM,885 Teaneck Rd.,CRB GROUP INC,1,0,0,4,0,Bergen,35620,"New York-Newark-Jersey City, NY-NJ-PA",39622,39622,40469,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,1,"http://www.crossriverbank.com, https://www.brixdirect.com",1011291,18290,1029581,5746,1035327,387560,387560,9828,173277,56747,116530,130073,74382,0,,0,37957,,475388,4,0,0,475384,134421,,0,134421,0,0,0,220530,,0,0,0,9828,11382,
2018,1231,34444,0,2354985,4284536,CUSTOMERS BANK,Phoenixville,PA,19460,43465,44517,SM,99 Bridge St,CUSTOMERS BCORP INC,15,0,1,4,0,Chester,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35607,35607,40803,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,http://www.customersbank.com,8505028,39972,8545000,0,8545000,5674229,5674229,69798,1585994,543617,1042377,3275971,735321,7145,,0,1060069,0,119210,1,57,0,119152,1691492,,9725,1626473,55294,0,1,5439906,0,9061,3946,4099,65699,40424,
2018,1231,29047,2825,950178,,FIRST FEDERAL BANK OF KANSAS CITY,Kansas City,MO,64120,43465,44517,SA,6900 N. Executive Dr.,,12,0,1,5,0,Jackson,28140,"Kansas City, MO-KS",12601,12767,42490,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.ffbkc.com,612345,3026,615371,0,615371,598936,598936,55098,0,0,0,0,543838,0,,0,0,,16405,0,0,1284,15121,31,,0,31,0,0,0,490003,,0,0,54803,295,3103,
2019,331,58410,0,3783313,4389329,CROSS RIVER BANK,Teaneck,NJ,7666,43555,44517,NM,885 Teaneck Rd.,CRB GROUP INC,1,0,0,4,0,Bergen,35620,"New York-Newark-Jersey City, NY-NJ-PA",39622,39622,40469,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,1,"http://www.crossriverbank.com, https://www.brixdirect.com",1217087,22350,1239437,9133,1248570,461048,461048,12076,222108,59410,162698,147985,78879,0,,0,47701,0,591796,4,0,0,591792,148026,,0,148026,0,0,0,289005,0,0,0,1595,10481,13925,
2019,331,34444,0,2354985,4284536,CUSTOMERS BANK,Phoenixville,PA,19460,43555,44517,SM,99 Bridge St,CUSTOMERS BCORP INC,15,0,1,4,0,Chester,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35607,35607,40803,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,http://www.customersbank.com,8702167,43679,8745846,0,8745846,5657446,5657446,73123,1577555,539736,1037819,3206152,792983,7633,,0,1137714,0,191867,3,51,0,191813,1758819,,9544,1692157,57118,0,0,5377525,0,14309,9375,4242,68881,44061,
2019,331,29047,2825,950178,,FIRST FEDERAL BANK OF KANSAS CITY,Kansas City,MO,64120,43555,44517,SA,6900 N. Executive Dr.,,12,0,1,5,0,Jackson,28140,"Kansas City, MO-KS",12601,12767,42490,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.ffbkc.com,620384,3002,623386,0,623386,607645,607645,50197,0,0,0,0,557448,0,,0,0,,15721,0,0,1431,14290,20,,0,20,0,0,0,497729,,0,0,49820,377,3079,
2019,630,58410,0,3783313,4389329,CROSS RIVER BANK,Teaneck,NJ,7666,43646,44433,NM,885 Teaneck Rd.,CRB GROUP INC,1,0,0,9,0,Bergen,35620,"New York-Newark-Jersey City, NY-NJ-PA",39622,39622,40469,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,0,"http://www.crossriverbank.com, https://www.brixdirect.com",1381952,28700,1410652,6314,1416966,450739,450739,13624,213338,60173,153165,141997,81780,0,,0,58248,0,743337,3,0,0,743334,164642,,0,164642,0,0,0,315089,0,0,0,1733,11891,16196,
2019,630,34444,0,2354985,4284536,CUSTOMERS BANK,Phoenixville,PA,19460,43646,44433,SM,99 Bridge St,CUSTOMERS BCORP INC,15,0,1,4,0,Chester,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35607,35607,40803,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,http://www.customersbank.com,9672955,48388,9721343,0,9721343,5582569,5582569,78391,1652719,577271,1075448,3011507,832338,7614,,0,1240463,0,592098,39,48,0,592011,2306213,,9530,2231482,65201,0,0,5302164,0,13703,8255,3657,74734,48668,
2019,630,29047,2825,950178,,FIRST FEDERAL BANK OF KANSAS CITY,Kansas City,MO,64120,43646,44433,SA,6900 N. Executive Dr.,,12,0,1,5,0,Jackson,28140,"Kansas City, MO-KS",12601,12767,42490,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.ffbkc.com,612305,3083,615388,0,615388,599128,599128,42818,0,0,0,0,556310,0,,0,0,,16232,0,0,1554,14678,28,,0,28,0,0,0,488936,,0,0,42497,321,3160,
2019,930,58410,0,3783313,4389329,CROSS RIVER BANK,Teaneck,NJ,7666,43738,44517,NM,885 Teaneck Rd.,CRB GROUP INC,1,0,0,9,0,Bergen,35620,"New York-Newark-Jersey City, NY-NJ-PA",39622,39622,40469,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,0,"http://www.crossriverbank.com, https://www.brixdirect.com",1627319,35980,1663299,9402,1672701,494716,494716,38194,207376,59842,147534,160978,88168,0,,0,62221,0,907511,3,0,0,907508,208253,,0,208253,0,0,0,306224,0,0,0,2669,35525,19090,
2019,930,34444,0,2354985,4284536,CUSTOMERS BANK,Phoenixville,PA,19460,43738,44517,SM,99 Bridge St,CUSTOMERS BCORP INC,15,0,1,4,0,Chester,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35607,35607,43671,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,http://www.customersbank.com,10226569,51053,10277622,0,10277622,5349341,5349341,74956,1652013,452587,1199426,2799565,815857,6950,,0,1469069,0,678902,87,62,0,678753,2780309,,4336,2700144,75829,0,69032,5160700,0,9023,3455,1346,73610,51099,
2019,930,29047,2825,950178,,FIRST FEDERAL BANK OF KANSAS CITY,Kansas City,MO,64120,43738,44517,SA,6900 N. Executive Dr.,,12,0,1,5,0,Jackson,28140,"Kansas City, MO-KS",12601,12767,42490,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.ffbkc.com,621341,3344,624685,0,624685,606722,606722,33192,0,0,0,0,573530,0,,0,0,,17924,0,0,1576,16348,39,,0,39,0,0,0,491058,,0,0,32875,317,3422,
2019,1231,58410,0,3783313,4389329,CROSS RIVER BANK,Teaneck,NJ,7666,43830,44517,NM,885 Teaneck Rd.,CRB GROUP INC,1,0,0,9,0,Bergen,35620,"New York-Newark-Jersey City, NY-NJ-PA",39622,39622,40469,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,0,"http://www.crossriverbank.com, https://www.brixdirect.com",1658113,36800,1694913,12125,1707038,506364,506364,24004,224964,61949,163015,164606,92790,0,,0,66898,0,912155,4,0,0,912151,221622,,0,221622,0,0,0,325560,0,0,0,4686,19318,18525,
2019,1231,34444,0,2354985,4284536,CUSTOMERS BANK,Phoenixville,PA,19460,43830,44517,SM,99 Bridge St,CUSTOMERS BCORP INC,15,0,1,4,0,Chester,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35607,35607,43671,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,http://www.customersbank.com,9994694,56379,10051073,0,10051073,4722213,4722213,79856,1683682,543346,1140336,2396710,555088,6877,,0,1491825,0,1218620,168,1114,0,1217338,2618415,,4931,2523606,89878,0,54459,4576874,0,9050,3228,1121,78735,56428,
2019,1231,29047,2825,950178,,FIRST FEDERAL BANK OF KANSAS CITY,Kansas City,MO,64120,43830,44517,SA,6900 N. Executive Dr.,,11,0,1,5,0,Jackson,28140,"Kansas City, MO-KS",12601,12767,42490,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.ffbkc.com,607280,3530,610810,0,610810,590491,590491,32380,0,0,0,0,558111,0,,0,0,,20268,0,0,1697,18571,51,,0,51,0,0,0,465448,,0,0,32067,313,3607,
2020,331,58410,0,3783313,4389329,CROSS RIVER BANK,Teaneck,NJ,7666,43921,44517,NM,885 Teaneck Rd.,CRB GROUP INC,1,0,0,9,0,Bergen,35620,"New York-Newark-Jersey City, NY-NJ-PA",39622,39622,43864,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,0,"http://www.crossriverbank.com, https://www.brixdirect.com",1860693,55840,1916533,10281,1926814,538984,538984,39642,232752,63808,168944,173843,92747,0,,0,71305,0,1086447,3,0,0,1086444,230079,,0,230079,0,0,0,335950,0,0,0,15262,24380,22473,
2020,331,34444,0,2354985,4284536,CUSTOMERS BANK,Phoenixville,PA,19460,43921,44517,SM,99 Bridge St,CUSTOMERS BCORP INC,15,0,1,4,0,Chester,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35607,35607,43854,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,http://www.customersbank.com,10172147,149283,10321430,0,10321430,4371322,4371322,73349,1681066,532249,1148817,2076922,533146,6839,,0,1708312,0,1357768,221,1105,0,1356442,2884028,,4871,2781903,97254,0,100764,4117110,339,9015,3414,1096,72253,66701,
2020,331,29047,2825,950178,,FIRST FEDERAL BANK OF KANSAS CITY,Kansas City,MO,64120,43921,44517,SA,6900 N. Executive Dr.,,11,0,1,5,0,Jackson,28140,"Kansas City, MO-KS",12601,12767,42490,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.ffbkc.com,593332,3942,597274,0,597274,575672,575672,39937,0,0,0,0,535735,0,,0,0,,21577,0,0,1995,19582,25,,0,25,0,0,0,444570,,0,0,39628,309,0,
2020,630,58410,0,3783313,4389329,CROSS RIVER BANK,Teaneck,NJ,7666,44012,44517,NM,885 Teaneck Rd.,CRB GROUP INC,1,0,0,4,0,Bergen,35620,"New York-Newark-Jersey City, NY-NJ-PA",39622,39622,43864,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,0,"http://www.crossriverbank.com, https://www.brixdirect.com",8031208,61750,8092958,139597,8232555,548890,548890,39607,237508,60697,176811,174978,96797,0,,0,6337755,0,1149466,4,0,0,1149462,196444,,0,196444,0,0,0,317400,0,0,0,14236,25371,23684,
2020,630,34444,0,2354985,4284536,CUSTOMERS BANK,Phoenixville,PA,19460,44012,44517,SM,99 Bridge St,CUSTOMERS BCORP INC,15,0,1,4,0,Chester,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35607,35607,43854,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,0,http://www.customersbank.com,15130296,159905,15290201,0,15290201,4344990,4344990,88032,1695612,541938,1153674,2032320,522743,6283,,0,6478880,0,1298713,238,1094,0,1297381,3167618,,4750,3065845,97023,0,94505,8459330,0,9188,3578,2260,85772,74266,
2020,630,29047,2825,950178,,FIRST FEDERAL BANK OF KANSAS CITY,Kansas City,MO,64120,44012,44517,SA,6900 N. Executive Dr.,,11,0,1,5,0,Jackson,28140,"Kansas City, MO-KS",12601,12767,42490,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.ffbkc.com,558710,4359,563069,0,563069,540922,540922,38743,0,0,0,0,502179,0,,0,0,,22126,0,0,2265,19861,20,,0,20,0,0,0,394025,,0,0,38437,306,0,
2020,930,58410,0,3783313,4389329,CROSS RIVER BANK,Teaneck,NJ,7666,44104,44517,NM,885 Teaneck Rd.,CRB GROUP INC,1,0,0,4,0,Bergen,35620,"New York-Newark-Jersey City, NY-NJ-PA",39622,39622,43864,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,0,"http://www.crossriverbank.com, https://www.brixdirect.com",9890061,70350,9960411,147713,10108124,583241,583241,42989,229684,61147,168537,214813,95755,0,,0,8032431,0,1276720,4,0,0,1276716,215731,,0,215731,0,0,0,321662,0,1549,1549,16448,26541,26079,
2020,930,34444,0,2354985,4284536,CUSTOMERS BANK,Phoenixville,PA,19460,44104,44517,SM,99 Bridge St,CUSTOMERS BCORP INC,15,0,1,4,0,Chester,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35607,35607,43854,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,0,http://www.customersbank.com,16449718,155561,16605279,0,16605279,4307370,4307370,100204,1731721,557340,1174381,1954959,511169,9317,,0,6773169,0,1273017,223,1091,0,1271703,4251723,,3887,4140634,107202,0,101226,8904806,0,10391,4467,1713,98491,70752,
2020,930,29047,2825,950178,,FIRST FEDERAL BANK OF KANSAS CITY,Kansas City,MO,64120,44104,44517,SA,6900 N. Executive Dr.,,11,0,1,5,0,Jackson,28140,"Kansas City, MO-KS",12601,12767,42490,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.ffbkc.com,537522,4743,542265,0,542265,519795,519795,42377,0,0,0,0,477418,0,,0,0,,22441,0,0,2422,20019,30,,0,30,0,0,0,395096,,0,0,42103,274,0,
2020,1231,58410,0,3783313,4389329,CROSS RIVER BANK,Teaneck,NJ,7666,44196,44517,NM,885 Teaneck Rd.,CRB GROUP INC,1,0,0,4,0,Bergen,35620,"New York-Newark-Jersey City, NY-NJ-PA",39622,39622,43864,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,0,"http://www.crossriverbank.com, https://www.brixdirect.com",9132173,50942,9183115,119303,9302418,575367,575367,51498,261882,51633,210249,189765,72222,0,,0,7398128,0,1068199,3,0,0,1068196,260725,,0,260725,0,0,0,211208,0,1922,1922,21116,30382,26470,
2020,1231,34444,0,2354985,4284536,CUSTOMERS BANK,Phoenixville,PA,19460,44196,44517,SM,99 Bridge St,CUSTOMERS BCORP INC,15,0,1,4,0,Chester,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35607,35607,43854,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,http://www.customersbank.com,15688075,144176,15832251,0,15832251,4123047,4123047,117506,1758953,621628,1137325,1768839,470845,6904,,0,6450887,0,1269374,244,1065,0,1268065,3988943,,4274,3876086,108583,0,110065,8215459,0,9975,4315,852,116654,61537,
2020,1231,29047,2825,950178,,FIRST FEDERAL BANK OF KANSAS CITY,Kansas City,MO,64120,44196,44517,SA,6900 N. Executive Dr.,,11,0,1,5,0,Jackson,28140,"Kansas City, MO-KS",12601,12767,42490,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.ffbkc.com,555689,5310,560999,0,560999,537532,537532,39521,0,0,0,0,498011,0,,0,0,,23443,0,0,2481,20962,24,,0,24,0,0,0,393156,,0,0,39189,332,0,
2021,331,58410,0,3783313,4389329,CROSS RIVER BANK,Teaneck,NJ,7666,44286,44517,NM,885 Teaneck Rd.,CRB GROUP INC,1,0,0,4,0,Bergen,35620,"New York-Newark-Jersey City, NY-NJ-PA",39622,39622,43864,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,0,"http://www.crossriverbank.com, https://www.brixdirect.com",12397984,39116,12437100,340471,12777571,607136,607136,60510,285526,48859,236667,192587,68513,0,,0,10719629,0,1263048,4,0,0,1263044,187757,,0,187757,0,0,0,301315,0,1529,1529,26445,34065,31706,
2021,331,34444,0,2354985,4284536,CUSTOMERS BANK,Phoenixville,PA,19460,44286,44517,SM,99 Bridge St,CUSTOMERS BCORP INC,15,0,1,4,0,Chester,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35607,35607,43854,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,http://www.customersbank.com,16039570,128736,16168306,0,16168306,3963508,3963508,83086,1720185,638065,1082120,1697360,456037,6840,,0,6284491,0,1440176,468,1028,0,1438680,4480131,,4271,4368276,107584,0,243829,6827701,0,9840,3136,649,82437,49042,
2021,331,29047,2825,950178,,FIRST FEDERAL BANK OF KANSAS CITY,Kansas City,MO,64120,44286,44517,SA,6900 N. Executive Dr.,,11,0,1,5,0,Jackson,28140,"Kansas City, MO-KS",12601,12767,42490,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.ffbkc.com,566330,6329,572659,0,572659,543498,543498,43486,0,0,0,0,500012,0,,0,0,,29141,0,0,3243,25898,20,,0,20,0,0,0,384132,,0,0,43121,365,0,
2021,630,58410,0,3783313,4389329,CROSS RIVER BANK,Teaneck,NJ,7666,44377,44433,NM,885 Teaneck Rd.,CRB GROUP INC,2,0,1,4,0,Bergen,35620,"New York-Newark-Jersey City, NY-NJ-PA",39622,39622,43864,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,0,"http://www.crossriverbank.com, https://www.brixdirect.com",13431305,33135,13464440,395943,13860383,610787,610787,64473,314667,40888,273779,187725,43922,0,,0,11712122,0,1368478,5,0,0,1368473,168996,,0,168996,0,0,0,254744,0,1529,1529,29171,35302,31678,
2021,630,34444,0,2354985,4284536,CUSTOMERS BANK,Phoenixville,PA,19460,44377,44433,SM,99 Bridge St,CUSTOMERS BCORP INC,15,0,1,4,0,Chester,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35607,35607,43854,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,http://www.customersbank.com,16841586,125436,16967022,0,16967022,3863247,3863247,101600,1797791,713155,1084636,1543333,413764,6759,,0,7543953,24674,1610149,698,1084,0,1608367,3949673,,4162,3816018,129493,0,283389,7097039,0,10985,3318,935,100665,46616,
2021,630,29047,2825,950178,,FIRST FEDERAL BANK OF KANSAS CITY,Kansas City,MO,64120,44377,44433,SA,6900 N. Executive Dr.,,11,0,1,5,0,Jackson,28140,"Kansas City, MO-KS",12601,12767,42490,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.ffbkc.com,539251,6490,545741,0,545741,501667,501667,52207,0,0,0,0,449460,0,,0,0,,44042,0,0,3879,40163,32,,0,32,0,0,0,384132,,0,0,51906,301,0,
2021,930,58410,0,3783313,4389329,CROSS RIVER BANK,Teaneck,NJ,7666,44469,44517,NM,885 Teaneck Rd.,CRB GROUP INC,2,0,1,4,0,Bergen,35620,"New York-Newark-Jersey City, NY-NJ-PA",39622,39622,43864,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,0,"http://www.crossriverbank.com, https://www.brixdirect.com",10078980,40140,10119120,250990,10370110,717064,717064,63374,387128,42204,344924,224914,41648,0,,0,8004275,0,1462550,3,0,0,1462547,186220,,0,186220,0,0,0,265147,0,2376,2376,30114,33260,36310,
2021,930,34444,0,2354985,4284536,CUSTOMERS BANK,Phoenixville,PA,19460,44469,44517,SM,99 Bridge St,CUSTOMERS BCORP INC,15,0,1,4,0,Chester,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35607,35607,43854,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,http://www.customersbank.com,15384041,131496,15515537,0,15515537,3653853,3653853,105688,1706656,698478,1008178,1436153,398572,6784,,0,6280904,23955,1655650,737,1333,0,1653580,3925130,,4114,3784728,136288,0,346107,3675446,0,10247,2888,1432,104256,51666,
2021,930,29047,2825,950178,,FIRST FEDERAL BANK OF KANSAS CITY,Kansas City,MO,64120,44469,44517,SA,6900 N. Executive Dr.,,11,0,1,5,0,Jackson,28140,"Kansas City, MO-KS",12601,12767,42490,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.ffbkc.com,553959,7365,561324,0,561324,491642,491642,53543,0,0,0,0,438099,0,,0,0,,69648,0,0,3903,65745,34,,0,34,0,0,0,356786,,0,0,53260,283,0,
2021,1231,58410,0,3783313,4389329,CROSS RIVER BANK,Teaneck,NJ,7666,44469,44517,NM,885 Teaneck Rd.,CRB GROUP INC,2,0,1,4,0,Bergen,35620,"New York-Newark-Jersey City, NY-NJ-PA",39622,39622,43864,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,0,"http://www.crossriverbank.com, https://www.brixdirect.com",10078980,40140,10119120,250990,10370110,717064,717064,63374,387128,42204,344924,224914,41648,0,,0,8004275,0,1462550,3,0,0,1462547,186220,,0,186220,0,0,0,0,265147,2376,2376,30114,33260,36310,
2021,1231,34444,0,2354985,4284536,CUSTOMERS BANK,Phoenixville,PA,19460,44469,44517,SM,99 Bridge St,CUSTOMERS BCORP INC,15,0,1,4,0,Chester,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",35607,35607,43854,Stock,0,0,FED,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,http://www.customersbank.com,15384041,131496,15515537,0,15515537,3653853,3653853,105688,1706656,698478,1008178,1436153,398572,6784,,0,6280904,23955,1655650,737,1333,0,1653580,3925130,,4114,3784728,136288,0,346107,0,3675446,10247,2888,1432,104256,51666,
2021,1231,29047,2825,950178,,FIRST FEDERAL BANK OF KANSAS CITY,Kansas City,MO,64120,44469,44517,SA,6900 N. Executive Dr.,,11,0,1,5,0,Jackson,28140,"Kansas City, MO-KS",12601,12767,42490,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.ffbkc.com,553959,7365,561324,0,561324,491642,491642,53543,0,0,0,0,438099,0,,0,0,,69648,0,0,3903,65745,34,,0,34,0,0,0,,356786,0,0,53260,283,0,